Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""Ovo/Open Home Menu""), [:], STOP_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-10 00:20:49,2023-06-10 00:20:53,4.247s,PASSED
"click(findTestObject(""OVO/menu_News""))",Chrome 114.0.0.0,,,2023-06-10 00:20:53,2023-06-10 00:21:24,30.620s,PASSED
"verifyElementPresent(findTestObject(""OVO/title_News""), 0)",Chrome 114.0.0.0,,,2023-06-10 00:21:24,2023-06-10 00:21:24,0.281s,PASSED
"scrollToElement(findTestObject(""OVO/section_News""), 0)",Chrome 114.0.0.0,,,2023-06-10 00:21:24,2023-06-10 00:21:24,0.282s,PASSED
"takeFullPageScreenshotAsCheckpoint(""Check news page visual"")",Chrome 114.0.0.0,,,2023-06-10 00:21:24,2023-06-10 00:21:33,8.747s,PASSED
,,,,,,,
Test Cases/Ovo/Open Home Menu,Chrome 114.0.0.0,,,2023-06-10 00:21:33,2023-06-10 00:24:33,3m - 0.185s,PASSED
"openBrowser(""https://www.ovo.id/"")",Chrome 114.0.0.0,,,2023-06-10 00:21:33,2023-06-10 00:24:32,2m - 59.626s,PASSED
"verifyElementPresent(findTestObject(""OVO/homeMenu""), 0)",Chrome 114.0.0.0,,,2023-06-10 00:24:32,2023-06-10 00:24:33,0.269s,PASSED
"click(findTestObject(""OVO/homeMenu""))",Chrome 114.0.0.0,,,2023-06-10 00:24:33,2023-06-10 00:24:33,0.286s,PASSED
